ARTICLE_ID,DATE,PICKING_QUANTITY_CU
efbe082b,2022-06-15,2
efbe082b,2022-06-17,12
ad9c2980,2022-06-13,1
ad9c2980,2022-06-14,2
ad9c2980,2022-06-15,4
ad9c2980,2022-06-17,3
ad9c2980,2022-06-18,4
b8aac2eb,2022-06-13,83
b8aac2eb,2022-06-14,48
b8aac2eb,2022-06-15,38
b8aac2eb,2022-06-17,63
b8aac2eb,2022-06-18,20
2139647e,2022-06-13,26
2139647e,2022-06-14,42
2139647e,2022-06-15,48
2139647e,2022-06-17,64
2139647e,2022-06-18,19
a3d520ba,2022-06-13,36
a3d520ba,2022-06-14,52
a3d520ba,2022-06-15,51
a3d520ba,2022-06-17,50
a3d520ba,2022-06-18,14
95c4f6b8,2022-06-13,18
95c4f6b8,2022-06-14,16
95c4f6b8,2022-06-15,14
95c4f6b8,2022-06-17,23
95c4f6b8,2022-06-18,6
2b2762b1,2022-06-13,32
2b2762b1,2022-06-14,24
2b2762b1,2022-06-15,28
2b2762b1,2022-06-17,43
2b2762b1,2022-06-18,13
c6479f28,2022-06-13,35
c6479f28,2022-06-14,10
c6479f28,2022-06-15,13
c6479f28,2022-06-17,39
c6479f28,2022-06-18,10
0f662035,2022-06-13,7
0f662035,2022-06-15,47
0f662035,2022-06-17,8
0f662035,2022-06-18,8
5faafeef,2022-06-13,724
5faafeef,2022-06-14,690
5faafeef,2022-06-15,134
5faafeef,2022-06-17,433
5faafeef,2022-06-18,233
412f8a86,2022-06-13,147
412f8a86,2022-06-14,136
412f8a86,2022-06-15,81
412f8a86,2022-06-17,202
412f8a86,2022-06-18,56
bc7d8259,2022-06-13,57
bc7d8259,2022-06-14,41
bc7d8259,2022-06-15,45
bc7d8259,2022-06-17,71
bc7d8259,2022-06-18,26
cb350cdf,2022-06-13,62
cb350cdf,2022-06-14,21
cb350cdf,2022-06-15,10
cb350cdf,2022-06-17,111
cb350cdf,2022-06-18,19
a6702aca,2022-06-13,22
a6702aca,2022-06-14,10
a6702aca,2022-06-15,8
a6702aca,2022-06-17,35
a6702aca,2022-06-18,9
4c2860cd,2022-06-13,49
4c2860cd,2022-06-14,38
4c2860cd,2022-06-15,43
4c2860cd,2022-06-17,61
4c2860cd,2022-06-18,11
51a52457,2022-06-13,190
51a52457,2022-06-14,138
51a52457,2022-06-15,63
51a52457,2022-06-17,206
51a52457,2022-06-18,27
7a7359c2,2022-06-13,17
7a7359c2,2022-06-14,59
7a7359c2,2022-06-15,28
7a7359c2,2022-06-17,39
7a7359c2,2022-06-18,23
e5a21a75,2022-06-13,4
e5a21a75,2022-06-14,9
e5a21a75,2022-06-15,15
e5a21a75,2022-06-17,12
e5a21a75,2022-06-18,8
5b8840d7,2022-06-13,79
5b8840d7,2022-06-14,56
5b8840d7,2022-06-15,22
5b8840d7,2022-06-17,55
5b8840d7,2022-06-18,18
19a838b0,2022-06-13,6
19a838b0,2022-06-14,8
19a838b0,2022-06-15,11
19a838b0,2022-06-17,21
19a838b0,2022-06-18,5
8cbeb454,2022-06-13,127
8cbeb454,2022-06-14,134
8cbeb454,2022-06-15,59
8cbeb454,2022-06-17,135
8cbeb454,2022-06-18,45
ae757123,2022-06-13,11
ae757123,2022-06-14,14
ae757123,2022-06-15,3
ae757123,2022-06-17,14
ae757123,2022-06-18,3
8a29266e,2022-06-13,10
8a29266e,2022-06-14,8
8a29266e,2022-06-15,9
8a29266e,2022-06-17,16
8a29266e,2022-06-18,2
a6795ada,2022-06-13,43
a6795ada,2022-06-14,47
a6795ada,2022-06-15,40
a6795ada,2022-06-17,42
a6795ada,2022-06-18,8
6631c80c,2022-06-13,22
6631c80c,2022-06-14,48
6631c80c,2022-06-15,29
6631c80c,2022-06-17,60
6631c80c,2022-06-18,1
8e7dc5a8,2022-06-13,50
8e7dc5a8,2022-06-14,103
8e7dc5a8,2022-06-15,82
8e7dc5a8,2022-06-17,106
8e7dc5a8,2022-06-18,33
99f86a8f,2022-06-13,1
99f86a8f,2022-06-14,5
99f86a8f,2022-06-15,12
99f86a8f,2022-06-17,8
99f86a8f,2022-06-18,2
7a16a456,2022-06-13,25
7a16a456,2022-06-14,46
7a16a456,2022-06-15,37
7a16a456,2022-06-17,37
7a16a456,2022-06-18,17
016d54fd,2022-06-13,3
016d54fd,2022-06-14,7
016d54fd,2022-06-15,2
016d54fd,2022-06-17,4
016d54fd,2022-06-18,1
345eb9ac,2022-06-13,22
345eb9ac,2022-06-14,14
345eb9ac,2022-06-15,33
345eb9ac,2022-06-17,19
345eb9ac,2022-06-18,3
bdc307db,2022-06-13,52
bdc307db,2022-06-14,28
bdc307db,2022-06-15,17
bdc307db,2022-06-17,59
bdc307db,2022-06-18,24
82ebc2dd,2022-06-13,19
82ebc2dd,2022-06-14,11
82ebc2dd,2022-06-15,11
82ebc2dd,2022-06-17,14
82ebc2dd,2022-06-18,9
c9dafa61,2022-06-13,19
c9dafa61,2022-06-14,39
c9dafa61,2022-06-15,35
c9dafa61,2022-06-17,59
c9dafa61,2022-06-18,13
b4387f22,2022-06-13,11
b4387f22,2022-06-14,6
b4387f22,2022-06-15,5
b4387f22,2022-06-17,8
b4387f22,2022-06-18,1
8f750d7f,2022-06-13,29
8f750d7f,2022-06-14,21
8f750d7f,2022-06-15,16
8f750d7f,2022-06-17,13
8f750d7f,2022-06-18,8
69321a08,2022-06-13,6
69321a08,2022-06-14,5
69321a08,2022-06-15,9
69321a08,2022-06-17,4
69321a08,2022-06-18,5
92f9901c,2022-06-13,15
92f9901c,2022-06-14,4
92f9901c,2022-06-15,14
92f9901c,2022-06-17,16
92f9901c,2022-06-18,1
238ea145,2022-06-13,70
238ea145,2022-06-14,88
238ea145,2022-06-15,76
238ea145,2022-06-17,68
238ea145,2022-06-18,36
b1cf66ea,2022-06-13,29
b1cf66ea,2022-06-14,25
b1cf66ea,2022-06-15,22
b1cf66ea,2022-06-17,32
b1cf66ea,2022-06-18,6
32d76c2c,2022-06-13,118
32d76c2c,2022-06-14,126
32d76c2c,2022-06-15,127
32d76c2c,2022-06-17,136
32d76c2c,2022-06-18,41
fb3ea1a9,2022-06-13,4
fb3ea1a9,2022-06-14,4
fb3ea1a9,2022-06-15,7
fb3ea1a9,2022-06-17,16
fb3ea1a9,2022-06-18,7
c9883091,2022-06-13,21
c9883091,2022-06-14,18
c9883091,2022-06-15,19
c9883091,2022-06-17,8
c9883091,2022-06-18,9
c1aa7c5f,2022-06-13,20
c1aa7c5f,2022-06-14,20
c1aa7c5f,2022-06-15,36
c1aa7c5f,2022-06-17,50
c1aa7c5f,2022-06-18,9
8323705f,2022-06-13,20
8323705f,2022-06-14,15
8323705f,2022-06-15,16
8323705f,2022-06-17,23
8323705f,2022-06-18,2
239891a8,2022-06-13,27
239891a8,2022-06-14,55
239891a8,2022-06-15,35
239891a8,2022-06-17,49
239891a8,2022-06-18,16
fa9525d2,2022-06-13,3
fa9525d2,2022-06-14,3
fa9525d2,2022-06-15,3
fa9525d2,2022-06-17,4
315aefa6,2022-06-13,7
315aefa6,2022-06-14,13
315aefa6,2022-06-15,29
315aefa6,2022-06-17,34
315aefa6,2022-06-18,5
c62eb15c,2022-06-13,6
c62eb15c,2022-06-14,8
c62eb15c,2022-06-15,2
c62eb15c,2022-06-17,12
c62eb15c,2022-06-18,4
c35beb14,2022-06-13,17
c35beb14,2022-06-14,6
c35beb14,2022-06-15,7
c35beb14,2022-06-17,26
c35beb14,2022-06-18,7
53fa2190,2022-06-13,4
53fa2190,2022-06-14,3
53fa2190,2022-06-15,8
53fa2190,2022-06-17,6
53fa2190,2022-06-18,1
d1649061,2022-06-13,4
d1649061,2022-06-14,7
d1649061,2022-06-15,5
d1649061,2022-06-17,4
d1649061,2022-06-18,7
348c5222,2022-06-13,2
348c5222,2022-06-14,4
348c5222,2022-06-15,3
348c5222,2022-06-17,4
348c5222,2022-06-18,2
56d2857b,2022-06-13,1
56d2857b,2022-06-14,1
56d2857b,2022-06-15,1
56d2857b,2022-06-17,1
5f274d86,2022-06-13,4
5f274d86,2022-06-14,1
5f274d86,2022-06-17,1
5f274d86,2022-06-18,1
0b207794,2022-06-13,63
0b207794,2022-06-14,59
0b207794,2022-06-15,44
0b207794,2022-06-17,51
0b207794,2022-06-18,23
3150f117,2022-06-13,1
3150f117,2022-06-14,3
3150f117,2022-06-15,4
3150f117,2022-06-18,5
84b2094a,2022-06-13,3
84b2094a,2022-06-14,2
84b2094a,2022-06-15,6
84b2094a,2022-06-17,7
84b2094a,2022-06-18,2
e09311e9,2022-06-13,7
e09311e9,2022-06-14,5
e09311e9,2022-06-15,3
e09311e9,2022-06-17,5
e09311e9,2022-06-18,2
7a9d802c,2022-06-13,2
7a9d802c,2022-06-14,1
7a9d802c,2022-06-15,4
7a9d802c,2022-06-17,11
7a9d802c,2022-06-18,1
53dffa33,2022-06-13,3
53dffa33,2022-06-14,3
53dffa33,2022-06-15,1
53dffa33,2022-06-17,4
b580def9,2022-06-13,4
b580def9,2022-06-14,1
b580def9,2022-06-15,5
b580def9,2022-06-17,1
24d0f505,2022-06-13,1
24d0f505,2022-06-14,1
24d0f505,2022-06-15,1
b0af7229,2022-06-13,4
b0af7229,2022-06-14,4
b0af7229,2022-06-15,3
b0af7229,2022-06-17,6
b0af7229,2022-06-18,5
e2612c80,2022-06-13,1
e2612c80,2022-06-14,1
e2612c80,2022-06-15,1
e58efbe2,2022-06-13,4
e58efbe2,2022-06-15,1
e58efbe2,2022-06-17,5
871948a6,2022-06-13,48
871948a6,2022-06-14,33
871948a6,2022-06-15,38
871948a6,2022-06-17,62
871948a6,2022-06-18,10
3d666592,2022-06-14,1
3d666592,2022-06-15,4
3d666592,2022-06-17,3
3d666592,2022-06-18,1
afe07b11,2022-06-13,174
afe07b11,2022-06-14,139
afe07b11,2022-06-15,204
afe07b11,2022-06-17,211
afe07b11,2022-06-18,69
c42fc00e,2022-06-13,101
c42fc00e,2022-06-14,131
c42fc00e,2022-06-15,115
c42fc00e,2022-06-17,289
c42fc00e,2022-06-18,48
f9cbe49a,2022-06-13,5
f9cbe49a,2022-06-14,14
f9cbe49a,2022-06-15,4
f9cbe49a,2022-06-17,18
f9cbe49a,2022-06-18,5
224f721e,2022-06-13,1
224f721e,2022-06-14,3
224f721e,2022-06-15,1
224f721e,2022-06-17,1
636435e5,2022-06-13,8
636435e5,2022-06-14,5
636435e5,2022-06-15,11
636435e5,2022-06-17,16
636435e5,2022-06-18,2
bce07083,2022-06-13,14
bce07083,2022-06-14,12
bce07083,2022-06-15,23
bce07083,2022-06-17,25
bce07083,2022-06-18,3
20b90e34,2022-06-13,11
20b90e34,2022-06-14,13
20b90e34,2022-06-15,8
20b90e34,2022-06-17,17
20b90e34,2022-06-18,5
0b39099c,2022-06-13,199
0b39099c,2022-06-14,215
0b39099c,2022-06-15,249
0b39099c,2022-06-17,194
0b39099c,2022-06-18,144
a35e83da,2022-06-13,127
a35e83da,2022-06-14,98
a35e83da,2022-06-15,115
a35e83da,2022-06-17,264
a35e83da,2022-06-18,115
47415367,2022-06-13,15
47415367,2022-06-14,11
47415367,2022-06-15,14
47415367,2022-06-17,19
47415367,2022-06-18,5
f758919e,2022-06-13,8
f758919e,2022-06-14,9
f758919e,2022-06-15,10
f758919e,2022-06-17,14
f758919e,2022-06-18,9
fb03e8e4,2022-06-13,18
fb03e8e4,2022-06-14,23
fb03e8e4,2022-06-15,17
fb03e8e4,2022-06-17,40
fb03e8e4,2022-06-18,9
550f1cd7,2022-06-13,99
550f1cd7,2022-06-14,112
550f1cd7,2022-06-15,94
550f1cd7,2022-06-17,153
550f1cd7,2022-06-18,48
ca2d686f,2022-06-13,119
ca2d686f,2022-06-14,110
ca2d686f,2022-06-15,105
ca2d686f,2022-06-17,190
ca2d686f,2022-06-18,36
eac16e0d,2022-06-13,2
eac16e0d,2022-06-14,2
eac16e0d,2022-06-15,3
eac16e0d,2022-06-17,3
22f22c17,2022-06-13,5
22f22c17,2022-06-14,6
22f22c17,2022-06-15,5
22f22c17,2022-06-17,5
22f22c17,2022-06-18,1
1017897f,2022-06-13,72
1017897f,2022-06-14,66
1017897f,2022-06-15,86
1017897f,2022-06-17,49
1017897f,2022-06-18,17
572d2509,2022-06-13,6
572d2509,2022-06-14,14
572d2509,2022-06-15,17
572d2509,2022-06-17,18
572d2509,2022-06-18,6
0dabf1b9,2022-06-13,6
0dabf1b9,2022-06-14,3
0dabf1b9,2022-06-15,4
0dabf1b9,2022-06-17,1
0dabf1b9,2022-06-18,1
9c3105d8,2022-06-13,2
9c3105d8,2022-06-14,16
9c3105d8,2022-06-15,4
9c3105d8,2022-06-17,15
9c3105d8,2022-06-18,2
623cd928,2022-06-14,3
623cd928,2022-06-15,1
623cd928,2022-06-17,1
623cd928,2022-06-18,4
eed0579e,2022-06-13,10
eed0579e,2022-06-14,9
eed0579e,2022-06-15,3
eed0579e,2022-06-17,10
eed0579e,2022-06-18,1
0e38ef98,2022-06-13,46
0e38ef98,2022-06-14,25
0e38ef98,2022-06-15,25
0e38ef98,2022-06-17,83
0e38ef98,2022-06-18,30
979be9ca,2022-06-13,2
979be9ca,2022-06-14,4
979be9ca,2022-06-15,6
979be9ca,2022-06-17,5
979be9ca,2022-06-18,3
abbcec3a,2022-06-13,11
abbcec3a,2022-06-14,22
abbcec3a,2022-06-15,7
abbcec3a,2022-06-17,7
abbcec3a,2022-06-18,4
f0c4a676,2022-06-13,31
f0c4a676,2022-06-14,27
f0c4a676,2022-06-15,17
f0c4a676,2022-06-17,40
f0c4a676,2022-06-18,19
6c8952f7,2022-06-13,6
6c8952f7,2022-06-14,24
6c8952f7,2022-06-15,14
6c8952f7,2022-06-17,36
6c8952f7,2022-06-18,5
36625ca1,2022-06-13,8
36625ca1,2022-06-14,14
36625ca1,2022-06-15,14
36625ca1,2022-06-17,20
36625ca1,2022-06-18,2
5474fb6e,2022-06-13,20
5474fb6e,2022-06-14,62
5474fb6e,2022-06-15,29
5474fb6e,2022-06-17,28
5474fb6e,2022-06-18,12
607d55da,2022-06-13,12
607d55da,2022-06-14,20
607d55da,2022-06-15,8
607d55da,2022-06-17,16
607d55da,2022-06-18,2
b3f76a2f,2022-06-13,10
b3f76a2f,2022-06-14,23
b3f76a2f,2022-06-15,35
b3f76a2f,2022-06-17,38
b3f76a2f,2022-06-18,21
d2678400,2022-06-13,22
d2678400,2022-06-14,19
d2678400,2022-06-15,26
d2678400,2022-06-17,26
d2678400,2022-06-18,26
022d26e7,2022-06-13,1
022d26e7,2022-06-14,2
022d26e7,2022-06-15,2
022d26e7,2022-06-17,1
c58735bc,2022-06-14,1
c58735bc,2022-06-15,2
c58735bc,2022-06-18,7
3538c106,2022-06-13,24
3538c106,2022-06-14,25
3538c106,2022-06-15,20
3538c106,2022-06-17,26
3538c106,2022-06-18,8
7ba6c64e,2022-06-13,40
7ba6c64e,2022-06-14,48
7ba6c64e,2022-06-15,46
7ba6c64e,2022-06-17,61
7ba6c64e,2022-06-18,14
98f413ec,2022-06-13,21
98f413ec,2022-06-14,14
98f413ec,2022-06-15,16
98f413ec,2022-06-17,23
98f413ec,2022-06-18,7
067ea4ac,2022-06-13,86
067ea4ac,2022-06-14,103
067ea4ac,2022-06-15,61
067ea4ac,2022-06-17,141
067ea4ac,2022-06-18,43
d3bc3a16,2022-06-13,158
d3bc3a16,2022-06-14,191
d3bc3a16,2022-06-15,118
d3bc3a16,2022-06-17,222
d3bc3a16,2022-06-18,45
11b9f613,2022-06-13,256
11b9f613,2022-06-14,253
11b9f613,2022-06-15,214
11b9f613,2022-06-17,259
11b9f613,2022-06-18,147
9f0e137e,2022-06-13,140
9f0e137e,2022-06-14,130
9f0e137e,2022-06-15,122
9f0e137e,2022-06-17,183
9f0e137e,2022-06-18,53
387b1a03,2022-06-13,21
387b1a03,2022-06-14,19
387b1a03,2022-06-15,29
387b1a03,2022-06-17,33
387b1a03,2022-06-18,6
7ee733cd,2022-06-13,5
7ee733cd,2022-06-14,6
7ee733cd,2022-06-15,3
7ee733cd,2022-06-17,5
7ee733cd,2022-06-18,4
7281b89c,2022-06-13,13
7281b89c,2022-06-14,9
7281b89c,2022-06-15,17
7281b89c,2022-06-17,15
7281b89c,2022-06-18,5
2a6512d1,2022-06-13,7
2a6512d1,2022-06-14,5
2a6512d1,2022-06-15,5
2a6512d1,2022-06-17,1
e13a8135,2022-06-13,8
e13a8135,2022-06-14,4
e13a8135,2022-06-15,3
e13a8135,2022-06-17,8
e13a8135,2022-06-18,5
0a7bcbbf,2022-06-13,2
0a7bcbbf,2022-06-14,1
0a7bcbbf,2022-06-17,5
241542fa,2022-06-13,54
241542fa,2022-06-14,71
241542fa,2022-06-15,72
241542fa,2022-06-17,73
241542fa,2022-06-18,31
ad492e16,2022-06-13,10
ad492e16,2022-06-14,11
ad492e16,2022-06-15,3
ad492e16,2022-06-17,34
ad492e16,2022-06-18,5
2b258c5c,2022-06-13,9
2b258c5c,2022-06-14,17
2b258c5c,2022-06-15,7
2b258c5c,2022-06-17,20
2b258c5c,2022-06-18,16
346b41c1,2022-06-13,17
346b41c1,2022-06-14,10
346b41c1,2022-06-15,6
346b41c1,2022-06-17,6
e8c83ced,2022-06-13,6
e8c83ced,2022-06-14,6
e8c83ced,2022-06-15,3
e8c83ced,2022-06-17,18
e8c83ced,2022-06-18,4
3a210ecd,2022-06-13,375
3a210ecd,2022-06-14,505
3a210ecd,2022-06-15,433
3a210ecd,2022-06-17,678
3a210ecd,2022-06-18,145
aa41ac41,2022-06-13,4
aa41ac41,2022-06-14,1
aa41ac41,2022-06-17,1
59e7c737,2022-06-13,54
59e7c737,2022-06-14,54
59e7c737,2022-06-15,22
59e7c737,2022-06-17,66
59e7c737,2022-06-18,10
fc3535c4,2022-06-13,104
fc3535c4,2022-06-14,94
fc3535c4,2022-06-15,95
fc3535c4,2022-06-17,99
fc3535c4,2022-06-18,25
0b6a4eb8,2022-06-13,42
0b6a4eb8,2022-06-14,34
0b6a4eb8,2022-06-15,22
0b6a4eb8,2022-06-17,22
0b6a4eb8,2022-06-18,11
49881a86,2022-06-13,2
49881a86,2022-06-14,3
49881a86,2022-06-15,7
49881a86,2022-06-17,4
49881a86,2022-06-18,3
f28d58d4,2022-06-13,35
f28d58d4,2022-06-14,65
f28d58d4,2022-06-15,36
f28d58d4,2022-06-17,99
f28d58d4,2022-06-18,18
0d2f65fa,2022-06-13,17
0d2f65fa,2022-06-14,22
0d2f65fa,2022-06-15,23
0d2f65fa,2022-06-17,27
0d2f65fa,2022-06-18,7
21f73c83,2022-06-13,1
21f73c83,2022-06-14,1
21f73c83,2022-06-15,2
21f73c83,2022-06-17,2
123bf53b,2022-06-13,23
123bf53b,2022-06-14,18
123bf53b,2022-06-15,13
123bf53b,2022-06-17,14
123bf53b,2022-06-18,4
65128276,2022-06-13,31
65128276,2022-06-14,43
65128276,2022-06-15,18
65128276,2022-06-17,41
65128276,2022-06-18,6
cd155753,2022-06-13,10
cd155753,2022-06-14,14
cd155753,2022-06-15,11
cd155753,2022-06-17,30
cd155753,2022-06-18,3
151ac44a,2022-06-13,167
151ac44a,2022-06-14,144
151ac44a,2022-06-15,132
151ac44a,2022-06-17,119
151ac44a,2022-06-18,56
f04b3d50,2022-06-13,4
f04b3d50,2022-06-14,13
f04b3d50,2022-06-15,2
f04b3d50,2022-06-17,14
f04b3d50,2022-06-18,9
d0029ef2,2022-06-13,90
d0029ef2,2022-06-14,109
d0029ef2,2022-06-15,79
d0029ef2,2022-06-17,147
d0029ef2,2022-06-18,22
d606e595,2022-06-13,4
d606e595,2022-06-14,6
d606e595,2022-06-15,11
d606e595,2022-06-17,13
d606e595,2022-06-18,1
c47cbc5b,2022-06-13,10
c47cbc5b,2022-06-14,9
c47cbc5b,2022-06-15,18
c47cbc5b,2022-06-17,12
c47cbc5b,2022-06-18,2
8cb2d8e5,2022-06-13,17
8cb2d8e5,2022-06-14,40
8cb2d8e5,2022-06-15,34
8cb2d8e5,2022-06-17,24
8cb2d8e5,2022-06-18,5
c6eb5e49,2022-06-13,8
c6eb5e49,2022-06-14,3
c6eb5e49,2022-06-15,4
c6eb5e49,2022-06-17,12
c6eb5e49,2022-06-18,7
a3cd6db2,2022-06-13,14
a3cd6db2,2022-06-14,22
a3cd6db2,2022-06-15,22
a3cd6db2,2022-06-17,38
a3cd6db2,2022-06-18,11
3ae917ab,2022-06-13,16
3ae917ab,2022-06-14,17
3ae917ab,2022-06-15,35
3ae917ab,2022-06-17,35
3ae917ab,2022-06-18,9
33fdff99,2022-06-13,29
33fdff99,2022-06-14,56
33fdff99,2022-06-15,30
33fdff99,2022-06-17,50
33fdff99,2022-06-18,25
1e742962,2022-06-13,93
1e742962,2022-06-14,157
1e742962,2022-06-15,149
1e742962,2022-06-17,188
1e742962,2022-06-18,55
91cbb7de,2022-06-13,9
91cbb7de,2022-06-14,2
91cbb7de,2022-06-15,6
91cbb7de,2022-06-17,9
91cbb7de,2022-06-18,4
e044b4fa,2022-06-13,78
e044b4fa,2022-06-14,64
e044b4fa,2022-06-15,29
e044b4fa,2022-06-17,38
e044b4fa,2022-06-18,13
b2d02316,2022-06-13,37
b2d02316,2022-06-14,77
b2d02316,2022-06-15,75
b2d02316,2022-06-17,88
b2d02316,2022-06-18,31
5a0bed54,2022-06-13,12
5a0bed54,2022-06-14,10
5a0bed54,2022-06-15,7
5a0bed54,2022-06-17,17
5a0bed54,2022-06-18,1
791ef846,2022-06-13,18
791ef846,2022-06-14,20
791ef846,2022-06-15,22
791ef846,2022-06-17,33
791ef846,2022-06-18,8
c5a3342a,2022-06-13,144
c5a3342a,2022-06-14,129
c5a3342a,2022-06-15,150
c5a3342a,2022-06-17,143
c5a3342a,2022-06-18,50
7fd403df,2022-06-13,25
7fd403df,2022-06-14,15
7fd403df,2022-06-15,26
7fd403df,2022-06-17,14
7fd403df,2022-06-18,5
a484f6e2,2022-06-13,34
a484f6e2,2022-06-14,17
a484f6e2,2022-06-15,17
a484f6e2,2022-06-17,16
a484f6e2,2022-06-18,6
4e5e3603,2022-06-13,10
4e5e3603,2022-06-14,16
4e5e3603,2022-06-15,14
4e5e3603,2022-06-17,22
4e5e3603,2022-06-18,8
07e7c0f3,2022-06-13,55
07e7c0f3,2022-06-14,73
07e7c0f3,2022-06-15,56
07e7c0f3,2022-06-17,54
07e7c0f3,2022-06-18,17
97038c34,2022-06-13,57
97038c34,2022-06-14,27
97038c34,2022-06-15,48
97038c34,2022-06-17,66
97038c34,2022-06-18,35
bc716423,2022-06-13,24
bc716423,2022-06-14,35
bc716423,2022-06-15,55
bc716423,2022-06-17,45
bc716423,2022-06-18,19
692c6583,2022-06-13,22
692c6583,2022-06-14,13
692c6583,2022-06-15,20
692c6583,2022-06-17,38
692c6583,2022-06-18,10
2f7a1e09,2022-06-13,36
2f7a1e09,2022-06-14,27
2f7a1e09,2022-06-15,36
2f7a1e09,2022-06-17,64
2f7a1e09,2022-06-18,16
b21b84a6,2022-06-13,276
b21b84a6,2022-06-14,191
b21b84a6,2022-06-15,162
b21b84a6,2022-06-17,355
b21b84a6,2022-06-18,67
7af28b14,2022-06-13,23
7af28b14,2022-06-14,26
7af28b14,2022-06-15,28
7af28b14,2022-06-17,22
7af28b14,2022-06-18,7
6885fec1,2022-06-13,11
6885fec1,2022-06-14,6
6885fec1,2022-06-15,20
6885fec1,2022-06-17,10
6885fec1,2022-06-18,7
3ec28a70,2022-06-14,1
3ec28a70,2022-06-15,3
3ec28a70,2022-06-17,5
3ec28a70,2022-06-18,3
1c89ec92,2022-06-13,1
1c89ec92,2022-06-15,6
eedd7840,2022-06-15,1
1227b78c,2022-06-13,5
1227b78c,2022-06-14,5
1227b78c,2022-06-17,1
1134687a,2022-06-13,53
1134687a,2022-06-14,45
1134687a,2022-06-15,46
1134687a,2022-06-17,54
1134687a,2022-06-18,27
6d3745a6,2022-06-13,55
6d3745a6,2022-06-14,104
6d3745a6,2022-06-15,87
6d3745a6,2022-06-17,82
6d3745a6,2022-06-18,27
feb060a3,2022-06-13,31
feb060a3,2022-06-14,36
feb060a3,2022-06-15,40
feb060a3,2022-06-17,58
feb060a3,2022-06-18,23
0251c9b9,2022-06-13,34
0251c9b9,2022-06-14,33
0251c9b9,2022-06-15,27
0251c9b9,2022-06-17,35
0251c9b9,2022-06-18,10
7b10e41f,2022-06-13,23
7b10e41f,2022-06-14,61
7b10e41f,2022-06-15,38
7b10e41f,2022-06-17,50
7b10e41f,2022-06-18,35
8abd24ca,2022-06-13,120
8abd24ca,2022-06-14,111
8abd24ca,2022-06-15,191
8abd24ca,2022-06-17,235
8abd24ca,2022-06-18,48
5452b66a,2022-06-13,51
5452b66a,2022-06-14,51
5452b66a,2022-06-15,65
5452b66a,2022-06-17,42
5452b66a,2022-06-18,26
2e76a55b,2022-06-13,26
2e76a55b,2022-06-14,26
2e76a55b,2022-06-15,23
2e76a55b,2022-06-17,37
2e76a55b,2022-06-18,4
cca068b5,2022-06-13,8
cca068b5,2022-06-14,8
cca068b5,2022-06-15,7
cca068b5,2022-06-17,9
cca068b5,2022-06-18,10
3c2df3ee,2022-06-13,51
3c2df3ee,2022-06-14,23
3c2df3ee,2022-06-15,19
3c2df3ee,2022-06-17,8
3c2df3ee,2022-06-18,2
50288188,2022-06-13,10
50288188,2022-06-14,13
50288188,2022-06-15,13
50288188,2022-06-17,6
50288188,2022-06-18,1
7dbf7412,2022-06-13,22
7dbf7412,2022-06-14,33
7dbf7412,2022-06-15,25
7dbf7412,2022-06-17,27
7dbf7412,2022-06-18,11
7b90a7eb,2022-06-13,20
7b90a7eb,2022-06-14,12
7b90a7eb,2022-06-15,10
7b90a7eb,2022-06-17,36
7b90a7eb,2022-06-18,4
695b4638,2022-06-13,50
695b4638,2022-06-14,40
695b4638,2022-06-15,41
695b4638,2022-06-17,69
695b4638,2022-06-18,38
b85e06ba,2022-06-13,12
b85e06ba,2022-06-14,18
b85e06ba,2022-06-15,16
b85e06ba,2022-06-17,22
b85e06ba,2022-06-18,12
668d8bce,2022-06-13,10
668d8bce,2022-06-14,26
668d8bce,2022-06-15,11
668d8bce,2022-06-17,18
668d8bce,2022-06-18,2
8575c62a,2022-06-13,5
8575c62a,2022-06-14,2
8575c62a,2022-06-15,1
8575c62a,2022-06-17,17
8575c62a,2022-06-18,5
a6d26130,2022-06-13,44
a6d26130,2022-06-14,59
a6d26130,2022-06-15,48
a6d26130,2022-06-17,62
a6d26130,2022-06-18,16
5730098f,2022-06-13,41
5730098f,2022-06-14,42
5730098f,2022-06-15,59
5730098f,2022-06-17,35
5730098f,2022-06-18,13
57ce4683,2022-06-13,50
57ce4683,2022-06-14,100
57ce4683,2022-06-15,84
57ce4683,2022-06-17,103
57ce4683,2022-06-18,30
67557b5e,2022-06-13,25
67557b5e,2022-06-14,11
67557b5e,2022-06-15,34
67557b5e,2022-06-17,42
67557b5e,2022-06-18,12
6fdec8c8,2022-06-13,55
6fdec8c8,2022-06-14,29
6fdec8c8,2022-06-15,42
6fdec8c8,2022-06-17,31
6fdec8c8,2022-06-18,8
956f8562,2022-06-13,7
956f8562,2022-06-14,6
956f8562,2022-06-15,8
956f8562,2022-06-17,15
956f8562,2022-06-18,1
07c3d706,2022-06-13,3
07c3d706,2022-06-14,16
07c3d706,2022-06-15,16
07c3d706,2022-06-17,8
07c3d706,2022-06-18,1
e26b543f,2022-06-13,30
e26b543f,2022-06-14,10
e26b543f,2022-06-15,20
e26b543f,2022-06-17,30
e26b543f,2022-06-18,8
540fd37c,2022-06-13,22
540fd37c,2022-06-14,21
540fd37c,2022-06-15,20
540fd37c,2022-06-17,13
540fd37c,2022-06-18,8
3b8e8cd3,2022-06-13,2
3b8e8cd3,2022-06-14,15
3b8e8cd3,2022-06-15,8
